391	46
414.15	46
437.31	46
460.46	46
483.62	46
506.77	46
529.93	46
553.08	46
576.23	46
599.39	46
622.54	46
645.7	46
668.85	46
692.01	46
715.16	46
738.32	46
761.47	46
784.62	46
807.78	46
830.93	46
854.09	46
877.24	46
900.4	46
923.55	46
946.7	46
969.86	46
993.01	46
1016.2	46
1039.3	46
1062.5	46
1085.6	46
1108.8	46
1131.9	46
1155.1	46
1178.2	46
1201.4	46
1224.6	46
1247.7	46
1270.9	46
1294	46
1317.2	46
1340.3	46
1363.5	46
1386.6	46
1409.8	46
1432.9	46
1456.1	46
1479.3	46
1502.4	46
1525.6	46
1548.7	46
1571.9	46
1595	46
1618.2	46
1641.3	46
1664.5	46
1687.6	46
1710.8	46
1734	46
1757.1	46
1780.3	46
1803.4	46
1826.6	46
1849.7	46
1872.9	46
1896	46
1919.2	46
1942.3	46
1965.5	46
1988.7	46
2011.8	46
2035	46
2058.1	46
2081.3	46
2104.4	46
2127.6	46
2150.7	46
2173.9	46
2197	46
2220.2	46
2243.3	46
2266.5	46
2289.7	46
2312.8	46
2336	46
2359.1	46
2382.3	46
2405.4	46
2428.6	46
2451.7	46
2474.9	46
2498	46
2521.2	46
2544.4	46
2567.5	46
2590.7	46
2613.8	46
2637	46
2660.1	46
2683.3	46
2706.4	46
2729.6	46
2752.7	46
2775.9	46
2799.1	46
2822.2	46
2845.4	46
2868.5	46
2891.7	46
2914.8	46
2938	46
2961.1	46
2984.3	46
3007.4	46
3030.6	46
3053.8	46
3076.9	46
3100.1	46
3123.2	46
3146.4	46
3169.5	46
3192.7	46
3215.8	46
3239	46
3262.1	46
3285.3	46
3308.4	46
3331.6	46
3354.8	46
3377.9	46
3401.1	46
3424.2	46
3447.4	46
3470.5	46
3493.7	46
3516.8	46
3540	46
3563.1	46
3586.3	46
3609.5	46
3632.6	46
3655.8	46
3678.9	46
3702.1	46
3725.2	46
3748.4	46
3771.5	46
3794.7	46
3817.8	46
3841	46
