624	1	0	3	1
663.39	1	0	3	1
702.79	1	0	3	1
742.18	1	0	3	1
781.58	1	0	3	1
820.97	1	0	3	1
860.36	1	0	3	1
899.76	1	0	3	1
939.15	1	0	3	1
978.55	1	0	3	1
1017.9	1	0	3	1
1057.3	1	0	3	1
1096.7	1	0	3	1
1136.1	1	0	3	1
1175.5	1	0	3	1
1214.9	1	0	3	1
1254.3	1	0	3	1
1293.7	1	0	3	1
1333.1	1	0	3	1
1372.5	1	0	3	1
1411.9	1	0	3	1
1451.3	1	0	3	1
1490.7	1	0	3	1
1530.1	1	0	3	1
1569.5	1	0	3	1
1608.8	1	0	3	1
1648.2	1	0	3	1
1687.6	1	0	3	1
1727	1	0	3	1
1766.4	1	0	3	1
1805.8	1	0	3	1
1845.2	1	0	3	1
1884.6	1	0	3	1
1924	1	0	3	1
1963.4	1	0	3	1
2002.8	1	0	3	1
2042.2	1	0	3	1
2081.6	1	0	3	1
2121	1	0	3	1
2160.4	1	0	3	1
2199.8	1	0	3	1
2239.2	1	0	3	1
2278.5	1	0	3	1
2317.9	1	0	3	1
2357.3	1	0	3	1
2396.7	1	0	3	1
2436.1	1	0	3	1
2475.5	1	0	3	1
2514.9	1	0	3	1
2554.3	1	0	3	1
2593.7	1	0	3	1
2633.1	1	0	3	1
2672.5	1	0	3	1
2711.9	1	0	3	1
2751.3	1	0	3	1
2790.7	1	0	3	1
2830.1	1	0	3	1
2869.5	1	0	3	1
2908.8	1	0	3	1
2948.2	1	0	3	1
2987.6	1	0	3	1
3027	1	0	3	1
3066.4	1	0	3	1
3105.8	1	0	3	1
3145.2	1	0	3	1
3184.6	1	0	3	1
3224	1	0	3	1
3263.4	1	0	3	1
3302.8	1	0	3	1
3342.2	1	0	3	1
3381.6	1	0	3	1
3421	1	0	3	1
3460.4	1	0	3	1
3499.8	1	0	3	1
3539.2	1	0	3	1
3578.5	1	0	3	1
3617.9	1	0	3	1
3657.3	1	0	3	1
3696.7	1	0	3	1
3736.1	1	0	3	1
3775.5	1	0	3	1
3814.9	1	0	3	1
3854.3	1	0	3	1
3893.7	1	0	3	1
3933.1	1	0	3	1
3972.5	1	0	3	1
4011.9	1	0	3	1
4051.3	1	0	3	1
4090.7	1	0	3	1
4130.1	1	0	3	1
4169.5	1	0	3	1
4208.8	1	0	3	1
4248.2	1	0	3	1
4287.6	1	0	3	1
4327	1	0	3	1
4366.4	1	0	3	1
4405.8	1	0	3	1
4445.2	1	0	3	1
4484.6	1	0	3	1
4524	1	0	3	1
