0.004655	0.170772	0	10000	1
0.004788	0.170772	0	10000	1
0.004921	0.170772	0	10000	1
0.005054	0.170772	0	10000	1
0.005187	0.170772	0	10000	1
0.00532	0.170772	0	10000	1
0.005453	0.170772	0	10000	1
0.005586	0.170772	0	10000	1
0.005719	0.170772	0	10000	1
0.005852	0.170772	0	10000	1
0.005985	0.170772	0	10000	1
0.006118	0.170772	0	10000	1
0.006251	0.170772	0	10000	1
0.006384	0.170772	0	10000	1
0.006517	0.170772	0	10000	1
0.00665	0.170772	0	10000	1
0.006783	0.170772	0	10000	1
0.006916	0.170772	0	10000	1
0.007049	0.170772	0	10000	1
0.007182	0.170772	0	10000	1
0.007315	0.170772	0	10000	1
0.007448	0.170772	0	10000	1
0.007581	0.170772	0	10000	1
0.007714	0.170772	0	10000	1
0.007847	0.170772	0	10000	1
0.00798	0.170772	0	10000	1
0.008113	0.170772	0	10000	1
0.008246	0.170772	0	10000	1
0.008379	0.170772	0	10000	1
0.008512	0.170772	0	10000	1
0.008645	0.170772	0	10000	1
0.008778	0.170772	0	10000	1
0.008911	0.170772	0	10000	1
0.009044	0.170772	0	10000	1
0.009177	0.170772	0	10000	1
0.00931	0.170772	0	10000	1
0.009443	0.170772	0	10000	1
0.009576	0.170772	0	10000	1
0.009709	0.170772	0	10000	1
0.009842	0.170772	0	10000	1
0.009975	0.170772	0	10000	1
0.010108	0.170772	0	10000	1
0.010241	0.170772	0	10000	1
0.010374	0.170772	0	10000	1
0.010507	0.170772	0	10000	1
0.01064	0.170772	0	10000	1
0.010773	0.170772	0	10000	1
0.010906	0.170772	0	10000	1
0.011039	0.170772	0	10000	1
0.011172	0.170772	0	10000	1
0.011305	0.170772	0	10000	1
0.011438	0.170772	0	10000	1
0.011571	0.170772	0	10000	1
0.011704	0.170772	0	10000	1
0.011837	0.170772	0	10000	1
0.01197	0.170772	0	10000	1
0.012103	0.170772	0	10000	1
0.012236	0.170772	0	10000	1
0.012369	0.170772	0	10000	1
0.012502	0.170772	0	10000	1
0.012635	0.170772	0	10000	1
0.012768	0.170772	0	10000	1
0.012901	0.170772	0	10000	1
0.013034	0.170772	0	10000	1
0.013167	0.170772	0	10000	1
0.0133	0.170772	0	10000	1
0.013433	0.170772	0	10000	1
0.013566	0.170772	0	10000	1
0.013699	0.170772	0	10000	1
0.013832	0.170772	0	10000	1
0.013965	0.170772	0	10000	1
